"project_key","lab_proj_name","submit_proj_name","source_name"
1382,"RP86TX083","YSLETA MISSION","NSSL CMS"
1383,"RP86IN084","JAY-HANCOCK COUNTIES","NSSL CMS"
1384,"CP86NE088","CHERRY AND LOUP COUNTIES","NSSL CMS"
1385,"CP86DE090","NEW CASTLE COUNTY","NSSL CMS"
1386,"CP86FN091","SMSS-TAIWAN 1986","NSSL CMS"
1387,"CP86NJ097","SALEM COUNTY","NSSL CMS"
1388,"RP86NL099","INTRA LAB WRWPC","NSSL CMS"
1389,"CP86AK104","KETCHIKAN NATIONAL FOREST","NSSL CMS"
1390,"RP86FN105","LABEX ROUND 1986-1","NSSL CMS"
1391,"CP86NL106","SOIL MUSEUM","NSSL CMS"
1392,"CP86TX107","LLANO COUNTY","NSSL CMS"
1393,"CP86PR110","CARIBBEAN AREA","NSSL CMS"
1394,"CP86TX112","TERRELL COUNTY","NSSL CMS"
1395,"CP86TX114","MEDINA COUNTY","NSSL CMS"
1396,"CP86CA117","FRESNO COUNTY","NSSL CMS"
1397,"RP86IA121","ADAMS COUNTY EROSION","NSSL CMS"
1398,"RP86IA122","AUDUBON COUNTY EROSION","NSSL CMS"
1399,"RP86IA124","BLACKHAWK COUNTY EROSION","NSSL CMS"
1400,"RP86IA125","CLAY COUNTY EROSION","NSSL CMS"
1401,"RP86IA126","CARROLL COUNTY EROSION","NSSL CMS"
1402,"RP86IA127","CASS COUNTY EROSION","NSSL CMS"
1403,"CP86ID129","BONNER COUNTY","NSSL CMS"
1404,"RP86IA131","CHEROKEE COUNTY EROSION","NSSL CMS"
1405,"RP86IA132","CRAWFORD COUNTY EROSION","NSSL CMS"
1406,"RP86IA133","EMMET COUNTY EROSION","NSSL CMS"
1407,"RP86IA134","FRANKLIN COUNTY EROSION","NSSL CMS"
1408,"RP86IA135","HARDIN COUNTY EROSION","NSSL CMS"
1409,"RP86IA136","HANCOCK COUNTY EROSION","NSSL CMS"
1410,"RP86IA137","GRUNDY COUNTY EROSION","NSSL CMS"
1411,"RP86IA138","HENRY COUNTY EROSION","NSSL CMS"
1412,"RP86IA139","HAMILTON COUNTY EROSION","NSSL CMS"
1413,"RP86IA140","JASPER COUNTY EROSION","NSSL CMS"
1414,"RP86IA141","MARSHALL COUNTY EROSION","NSSL CMS"
1415,"RP86IA142","POWESHICK COUNTY EROSION","NSSL CMS"
1416,"RP86IA143","MADISON COUNTY EROSION","NSSL CMS"
1417,"CP86MD144","MONTGOMERY COUNTY","NSSL CMS"
1418,"RP86IA145","MONROE COUNTY EROSION","NSSL CMS"
1419,"RP86IA146","VAN BUREN COUNTY EROSION","NSSL CMS"
1420,"RP86IA147","POLK COUNTY EROSION","NSSL CMS"
1421,"RP86IA148","POTTAWATTOMIE COUNTY EROSION","NSSL CMS"
1422,"CP86SC149","AILEY-MOUZON","NSSL CMS"
1423,"RP86IA150","WOODBURY COUNTY EROSION","NSSL CMS"
1424,"RP86IA151","WAYNE COUNTY EROSION","NSSL CMS"
1425,"RP86IA152","O'BRIEN COUNTY EROSION","NSSL CMS"
1426,"RP86IA153","SAC COUNTY EROSION","NSSL CMS"
1427,"RP86MT154","LAKE COUNTY","NSSL CMS"
1428,"RP86IA155","SIOUX COUNTY EROSION","NSSL CMS"
1429,"RP86IA156","TAMA COUNTY EROSION","NSSL CMS"
1430,"RP86IN158","NSMSIN","NSSL CMS"
1431,"RP86IA159","TAYLOR COUNTY EROSION","NSSL CMS"
1432,"RP86IA160","WINNESHIEK COUNTY EROSION","NSSL CMS"
1433,"RP86IA161","RINGGOLD COUNTY EROSION","NSSL CMS"
1434,"RP86IA162","MITCHELL COUNTY EROSION","NSSL CMS"
1435,"RP86IA163","PALO ALTO COUNTY EROSION","NSSL CMS"
1436,"CP86OR164","UPPER DESCHUTES","NSSL CMS"
1437,"CP86NC165","NORTHAMPTON COUNTY","NSSL CMS"
1438,"RP86CA167","SUSANVILLE","NSSL CMS"
1439,"CP86AZ168","NAVAJO COUNTY","NSSL CMS"
1440,"CP86FN169","SMSS-BOTSWANA","NSSL CMS"
1441,"CP86IL170","MARION COUNTY BULK DENSITY","NSSL CMS"
1442,"CP86CA171","FRESNO COUNTY","NSSL CMS"
1443,"RP86CO172","MOFFAT COUNTY","NSSL CMS"
1444,"RP86MO173","PHELPS COUNTY","NSSL CMS"
1445,"CP86AZ174","NAVAJO COUNTY","NSSL CMS"
1446,"RP86CW175","PALYGORSKITE","NSSL CMS"
1447,"CP86NM178","SHIPROCK","NSSL CMS"
1448,"RP86TX180","DENTON AND TARRANT COUNTIES","NSSL CMS"
1449,"CP86CA181","KERN COUNTY","NSSL CMS"
1450,"RP86NE182","SIOUX COUNTY","NSSL CMS"
1451,"RP86CO183","NSMCO","NSSL CMS"
1452,"RP86TX184","NSMTX","NSSL CMS"
1453,"CP86NE185","CLAY COUNTY","NSSL CMS"
1454,"CP86TX186","BREWSTER COUNTY","NSSL CMS"
1455,"RP86OR187","DOUGLAS COUNTY","NSSL CMS"
1456,"RP86MO188","DRAINMOD","NSSL CMS"
1457,"RP86MO190","PHELPS COUNTY","NSSL CMS"
1458,"CP86WY191","NIOBRARA COUNTY","NSSL CMS"
1459,"CP86FN193","SMSS TUNISIA","NSSL CMS"
1460,"CP86WV196","SOUTHERN AREA","NSSL CMS"
1461,"RP86WA200","NSMWA","NSSL CMS"
1462,"CP86IL204","MARION COUNTY BULK DENSITY","NSSL CMS"
1463,"RP86ND205","GLACIAL TILL","NSSL CMS"
1464,"CP86NC207","MOUNTAIN SOILS","NSSL CMS"
1465,"RP86ID208","BULK DENSITY","NSSL CMS"
1466,"RP86OR209","BAKER COUNTY","NSSL CMS"
1467,"CP86NV210","HUMBOLDT COUNTY","NSSL CMS"
1468,"CP86FL212","SOIL MUSEUM","NSSL CMS"
1469,"CP86MI215","OTTAWA NATIONAL FOREST","NSSL CMS"
1470,"CP86FN216","SMSS ZIMBABWE","NSSL CMS"
1471,"RP86NM217","TORRANCE-SOCORRO COUNTIES","NSSL CMS"
1472,"RP86NV218","NYE COUNTY","NSSL CMS"
1473,"CP86CA220","OWENS VALLEY","NSSL CMS"
1474,"CP86GA221","JEFFERSON-WORTH COUNTIES","NSSL CMS"
1475,"CP86AZ222","WALNUT GULCH","NSSL CMS"
1476,"CP86WY223","BRIDGER NATIONAL FOREST","NSSL CMS"
1477,"CP86CO224","ANIMAS-DOLORES-OURAY","NSSL CMS"
1478,"RP86NM226","SAN JUAN COUNTY","NSSL CMS"
1479,"CP86KS228","SOUTHEAST AREA","NSSL CMS"
1480,"CP86ID233","LEWIS-NEZ PERCE COUNTIES","NSSL CMS"
1481,"CP86NV236","LINCOLN CO 1","NSSL CMS"
1482,"CP86NV237","LINCOLN COUNTY 2","NSSL CMS"
1483,"CP86MD238","MONTGOMERY COUNTY","NSSL CMS"
1484,"CP86NV239","WASHOE COUNTY","NSSL CMS"
1485,"CP86ID241","SOUTHEAST AREA","NSSL CMS"
1486,"RP86MI244","DRAINMOD","NSSL CMS"
1487,"CP86LA245","MADISON-MOREHOUSE","NSSL CMS"
1488,"CP86ID246","BOUNDARY COUNTY","NSSL CMS"
1489,"CP86NC249","MOUNTAIN SOILS","NSSL CMS"
1490,"CP86FN250","SMSS-BOTSWANA 2","NSSL CMS"
1491,"RP86OR251","ANDIC","NSSL CMS"
1492,"RP86WY252","NIOBRARA COUNTY","NSSL CMS"
1493,"CP86UT253","EMERY COUNTY","NSSL CMS"
1494,"CP86UT254","WASHINGTON-IRON COUNTIES","NSSL CMS"
1495,"CP86UT255","GARFIELD-KANE COUNTIES","NSSL CMS"
1496,"CP86UT256","FISHLAKE NATIONAL FOREST","NSSL CMS"
1497,"CP86CA258","INYO NATIONAL FOREST","NSSL CMS"
1498,"RP86OR260","LAKE COUNTY","NSSL CMS"
1499,"RP86GA262","NSMGA","NSSL CMS"
1500,"CP86HI263","HAWAII COUNTY","NSSL CMS"
1501,"CP87FN001","SMSS SAMOA","NSSL CMS"
1502,"RP87IN003","SCOTT COUNTY","NSSL CMS"
1503,"RP87KS004","JACKSON COUNTY EROSION","NSSL CMS"
1504,"RP87KS005","BUTLER COUNTY EROSION","NSSL CMS"
1505,"RP87KS006","GOVE COUNTY EROSION","NSSL CMS"
1506,"RP87KS008","MARSHALL-NEMAHA EROSION","NSSL CMS"
1507,"RP87KS009","MARION COUNTY EROSION","NSSL CMS"
1508,"RP87KS010","KEARNY COUNTY EROSION","NSSL CMS"
1509,"RP87NL012","INTRA LAB WRWPC","NSSL CMS"
1510,"RP87OR014","BAKER COUNTY","NSSL CMS"
1511,"CP87CW016","NAVAJO RESERVATION","NSSL CMS"
1512,"CP87NE018","SHERMAN COUNTY","NSSL CMS"
1513,"CP87TX020","HAMILTON COUNTY","NSSL CMS"
1514,"CP87WA022","KLICKITAT COUNTY","NSSL CMS"
1515,"CP87IA023","ALLAMAKEE COUNTY","NSSL CMS"
1516,"RP87NL025","1987 PROC COURSE","NSSL CMS"
1517,"RP87NL026","1987 PROC COURSE","NSSL CMS"
1518,"RP87CA027","FRESNO COUNTY","NSSL CMS"
1519,"CP87TX028","REDLANDS-1986","NSSL CMS"
1520,"CP87IL029","CRAWFORD COUNTY BULK DENSITY","NSSL CMS"
1521,"CP87NH031","COOS COUNTY","NSSL CMS"
1522,"RP87NM035","RIO ARRIBA","NSSL CMS"
1523,"CP87AK036","CHUGACH NATIONAL FOREST","NSSL CMS"
1524,"RP87UT037","TOOELE COUNTY","NSSL CMS"
1525,"CP87NC038","GRANVILLE COUNTY","NSSL CMS"
1526,"RP87OR039","BAKER COUNTY","NSSL CMS"
1527,"CP87NE040","WEPP CASS COUNTY","NSSL CMS"
1528,"CP87NE043","CHERRY COUNTY","NSSL CMS"
1529,"CP87MD044","DORCHESTER COUNTY","NSSL CMS"
1530,"RP87WI046","FLORENCE COUNTY","NSSL CMS"
1531,"CP87SC048","ORANGEBURG-MARION","NSSL CMS"
1532,"RP87NJ050","BURLINGTON COUNTY","NSSL CMS"
1533,"CP87TN051","SULLIVAN-JEFFERSON","NSSL CMS"
1534,"RP87MT055","CHOUTEAU COUNTY","NSSL CMS"
1535,"RP87OR056","BAKER COUNTY","NSSL CMS"
1536,"CP87IL062","FAYETTE COUNTY BULK DENSITY","NSSL CMS"
1537,"RP87OR063","CURRY COUNTY","NSSL CMS"
1538,"RP87WI064","FOREST COUNTY","NSSL CMS"
1539,"RP87NE065","VALLEY COUNTY","NSSL CMS"
1540,"CP87NE069","BLAINE-SHERIDAN","NSSL CMS"
1541,"CP87IL072","CRAWFORD COUNTY BULK DENSITY","NSSL CMS"
1542,"RP87WI073","JACKSON COUNTY","NSSL CMS"
1543,"RP87SD074","CLARK COUNTY","NSSL CMS"
1544,"CP87TX075","SMITH COUNTY","NSSL CMS"
1545,"CP87NL076","SOIL MUSEUM","NSSL CMS"
1546,"RP87MO077","MACON COUNTY","NSSL CMS"
1547,"RP87CA079","FRESNO COUNTY","NSSL CMS"
1548,"RP87MD082","BALTIMORE","NSSL CMS"
1549,"CP87CO083","MOFFAT","NSSL CMS"
1550,"CP87NY085","CORNELL","NSSL CMS"
1551,"CP87TX086","ARIDISOL TOUR 1","NSSL CMS"
1552,"CP87IL087","MCLEAN COUNTY BULK DENSITY","NSSL CMS"
1553,"CP87NY090","CORNELL 2","NSSL CMS"
1554,"CP87FN092","SMSS YEMEN","NSSL CMS"
1555,"CP87CA093","FRESNO COUNTY","NSSL CMS"
1556,"CP87AZ094","MOHAVE-COCONINO","NSSL CMS"
1557,"CP87TN095","SULLIVAN-JOHNSON COUNTIES","NSSL CMS"
1558,"CP87KY096","FLEMING COUNTY","NSSL CMS"
1559,"RP87CO097","LINCOLN COUNTY","NSSL CMS"
1560,"RP87TX100","KARNES COUNTY","NSSL CMS"
1561,"CP87NE101","WEPP-BANNER COUNTY","NSSL CMS"
1562,"CP87SD106","DEUEL COUNTY","NSSL CMS"
1563,"CP87NV107","CENTRAL AREA","NSSL CMS"
1564,"CP87PR108",,"NSSL CMS"
1565,"RP87IN109","NOBLE COUNTY","NSSL CMS"
1566,"CP87ID110","WEPP-WASHINGTON CREEK","NSSL CMS"
1567,"CP87OH113","DELAWARE AND LICKING COUNTIES","NSSL CMS"
1568,"RP87IA114","EROSION AUDUBON COUNTY","NSSL CMS"
1569,"RP87IA115","EROSION BLACK HAWK","NSSL CMS"
1570,"RP87IA116","EROSION CARROLL COUNTY","NSSL CMS"
1571,"RP87IA117","EROSION CHEROKEE COUNTY","NSSL CMS"
1572,"RP87IA118","EROSION CLAY COUNTY","NSSL CMS"
1573,"RP87IA119","EROSION DAVIS COUNTY","NSSL CMS"
1574,"RP87IA120","EROSION GRUNDY COUNTY","NSSL CMS"
1575,"RP87IA121","EROSION HENRY COUNTY","NSSL CMS"
1576,"RP87IA122","EROSION JASPER COUNTY","NSSL CMS"
1577,"RP87IA123","EROSION KEOKUK COUNTY","NSSL CMS"
1578,"RP87IA124","EROSION LINN COUNTY","NSSL CMS"
1579,"RP87IA125","EROSION MADISON COUNTY","NSSL CMS"
1580,"RP87IA126","EROSION MARSHALL COUNTY","NSSL CMS"
1581,"RP87IA127","EROSION O'BRIEN COUNTY","NSSL CMS"
1582,"RP87IA128","EROSION POLK COUNTY","NSSL CMS"
1583,"RP87IA129","EROSION POTTAWATTAMI","NSSL CMS"
1584,"RP87IA130","EROSION POWESHIEK COUNTY","NSSL CMS"
1585,"RP87IA131","EROSION RINGGOLD COUNTY","NSSL CMS"
1586,"RP87IA132","EROSION SIOUX COUNTY","NSSL CMS"
1587,"RP87IA133","EROSION TAMA COUNTY","NSSL CMS"
1588,"RP87IA134","EROSION TAYLOR COUNTY","NSSL CMS"
1589,"RP87IA135","EROSION VAN BUREN COUNTY","NSSL CMS"
1590,"RP87IA136","EROSION WINNESHIEK COUNTY","NSSL CMS"
1591,"RP87IA137","EROSION WOODBURY COUNTY","NSSL CMS"
1592,"CP87LA138","SABINE COUNTY","NSSL CMS"
1593,"CP87NE139","WEPP BANNER SATELITE","NSSL CMS"
1594,"CP87NC140","SANDHILLS-TRIASSIC","NSSL CMS"
1595,"RP87MT143","LAKE COUNTY","NSSL CMS"
1596,"RP87OR144","JACKSON COUNTY","NSSL CMS"
1597,"CP87NY145","SUFFOLK COUNTY","NSSL CMS"
1598,"CP87OK146","WEPP OK WOODWARD","NSSL CMS"
1599,"CP87NE147","WEPP VALLEY COUNTY","NSSL CMS"
1600,"CP87OK148","WEPP CHICKASHA COUNTY, OKLAHOMA","NSSL CMS"
1601,"CP87KS149","RILEY COUNTY","NSSL CMS"
1602,"RP87WY151","NIOBRARA COUNTY","NSSL CMS"
1603,"CP87TX153","WEPP BIG SPRINGS, TEXAS","NSSL CMS"
1604,"RP87NM154","MCKINLEY COUNTY","NSSL CMS"
1605,"CP87KY155","POWELL COUNTY","NSSL CMS"
1606,"CP87TX159","LLANO COUNTY","NSSL CMS"
1607,"CP87AZ160","WEPP ARIZONA","NSSL CMS"
1608,"CP87FN162","F/FRED","NSSL CMS"
1609,"CP87CA163","WEPP FRESNO","NSSL CMS"
1610,"RP87IN165","WHITLEY COUNTY","NSSL CMS"
1611,"CP87WA169","WEPP WASHINGTON","NSSL CMS"
1612,"RP87WA172","FSA DOUGLAS FRANKLIN","NSSL CMS"
1613,"RP87NE173","FSA BLAINE COUNTY","NSSL CMS"
1614,"CP87OR174","SOUTHWEST AREA","NSSL CMS"
1615,"CP87DE175","NEW CASTLE COUNTY","NSSL CMS"
1616,"CP87SD177","WEPP SOUTH DAKOTA","NSSL CMS"
1617,"CP87MT179","WEPP MONTANA","NSSL CMS"
1618,"CP87IA183","WEPP IOWA","NSSL CMS"
1619,"RP87SC184","MCCORMICK COUNTY","NSSL CMS"
1620,"CP87IL185","CRAWFORD COUNTY BULK DENSITY","NSSL CMS"
1621,"CP87WA186","WEPP WASHINGTON","NSSL CMS"
1622,"CP87CO187","WEPP COUNTY","NSSL CMS"
1623,"RP87OH188","HENRY COUNTY","NSSL CMS"
1624,"CP87ND189","WEPP NORTH DAKOTA","NSSL CMS"
1625,"CP87MN190","WEPP MINNESOTA","NSSL CMS"
1626,"CP87VT191","VERMONT ISCOM-TOUR","NSSL CMS"
1627,"CP87MA192","MASSACHUSETTS ISCOM-TOUR","NSSL CMS"
1628,"CP87FN194","NEW BRUNSWICK ISCOM-TOUR","NSSL CMS"
1629,"CP87ME195","MAINE ISCOM TOUR","NSSL CMS"
1630,"CP87ID196","WEPP IDAHO","NSSL CMS"
1631,"CP87NV197","WEPP NEVADA","NSSL CMS"
1632,"CP87NH198","NEW HAMPSHIRE ISCOM TOUR","NSSL CMS"
1633,"RP87NE200","LANCASTER COUNTY","NSSL CMS"
1634,"CP87NY201","NEW YORK ISCOM TOUR","NSSL CMS"
1635,"RP87WY208","NIOBRARA COUNTY","NSSL CMS"
1636,"CP87CA209","WEPP FRESNO 2","NSSL CMS"
1637,"RP87NE213","FSA SIOUX COUNTY","NSSL CMS"
1638,"RP87WY214","NIOBRARA","NSSL CMS"
1639,"CP87TX216","WEPP FALLS COUNTY","NSSL CMS"
1640,"CP87CA218","ARIDISOL CALIFORNIA","NSSL CMS"
1641,"CP87SC220","GREENWOOD COUNTY","NSSL CMS"
1642,"CP87KS223","SOUTH CENTRAL","NSSL CMS"
1643,"RP87MT224","TETON-PONDERA COUNTIES","NSSL CMS"
1644,"CP87IL225","WARREN COUNTY","NSSL CMS"
1645,"CP87OK229","HIGH PLAINS IRRIGATION","NSSL CMS"
1646,"CP87CA231","WEPP-LASSEN CALIFORNIA","NSSL CMS"
1647,"CP87NM232","WEPP HOLY GHOST","NSSL CMS"
1648,"RP87ID233","FSA BEAR-LAKE","NSSL CMS"
1649,"RP87CA235","CHINA LAKE","NSSL CMS"
1650,"CP87LA236","RUSTON BISEQUUM LOUISIANA","NSSL CMS"
1651,"CP87KY237","CASEY COUNTY, KENTUCKY","NSSL CMS"
1652,"CP87CO238","SAN ISABEL NATIONAL FOREST","NSSL CMS"
1653,"RP87WY239","FSA-SILVER TIP-YODA","NSSL CMS"
1654,"CP87NV240","WEPP NEVADA","NSSL CMS"
1655,"RP87CA243","WESTERN TULARE","NSSL CMS"
1656,"RP87OR244","FREMONT NATIONAL FOREST","NSSL CMS"
1657,"RP87NE245","FSA-CHERRY COUNTY","NSSL CMS"
1658,"RP87IN247","SCOTT COUNTY","NSSL CMS"
1659,"RP87IN248","MONTGOMERY COUNTY","NSSL CMS"
1660,"CP87ID249","WEPP NATIONAL FOREST IDAHO 2","NSSL CMS"
1661,"RP87NL250","WATER WEPP","NSSL CMS"
1662,"CP87WA251","CHELAN COUNTY","NSSL CMS"
1663,"CP87CA253","FRESNO COUNTY","NSSL CMS"
1664,"RP87OK255","WOODS COUNTY","NSSL CMS"
1665,"RP87IN256","OWEN COUNTY","NSSL CMS"
1666,"CP87MO257","MACON COUNTY","NSSL CMS"
1667,"RP87NV258","WEAK CEMENTATION","NSSL CMS"
1668,"CP87AK259","SPODOSOL-ANDISOL","NSSL CMS"
1669,"RP87NL260","1988 PROC COARSE","NSSL CMS"
1670,"RP87NL261","1988 PROC COARSE 2","NSSL CMS"
1671,"CP87UT262","EAST-SOUTH CENTRAL","NSSL CMS"
1672,"RP87NE263","FSA BANNER COUNTY","NSSL CMS"
1673,"CP87NC264","MOUNTIAN SOILS","NSSL CMS"
1674,"CP87CO265","COLORADO AND LAS ANIMAS COUNTY","NSSL CMS"
1675,"CP88ID001","WOOD RIVER AREA","NSSL CMS"
1676,"CP88ID002","CUSTER AND BLAINE COUNTIES","NSSL CMS"
1678,"CP88NE005","CHERRY AND SHERIDAN COUNTIES","NSSL CMS"
1679,"RP88OR008","LAKE COUNTY","NSSL CMS"
1680,"RP88GA009","PINE MOUNTAIN","NSSL CMS"
1681,"RP88OR010","CURRY COUNTY","NSSL CMS"
1682,"CP88HI011","ANDISOL","NSSL CMS"
1683,"CP88GA012","WEPP GEORGIA","NSSL CMS"
1684,"RP88NM013","EDDY COUNTY","NSSL CMS"
1685,"CP88FN014","COLUMBIA","NSSL CMS"
1686,"CP88KS017","NORTHEAST AREA","NSSL CMS"
1687,"CP88FN018","MOROCCO","NSSL CMS"
1688,"CP88IL019","MCDONOUGH COUNTY BULK DENSITY","NSSL CMS"
1689,"RP88CO020","ROUTT NATIONAL FOREST","NSSL CMS"
1690,"RP88WY021","SWEETWATER COUNTY","NSSL CMS"
1691,"CP88TX025","EAST TEXAS","NSSL CMS"
1692,"CP88TX028","KAUFMAN COUNTY","NSSL CMS"
1693,"RP88MO032","ATCHINSON COUNTY","NSSL CMS"
1694,"CP88IL033","WARREN COUNTY BULK DENSITY","NSSL CMS"
1695,"CP88ID034","WEPP NATIONAL FOREST IDAHO 3","NSSL CMS"
1696,"RP88CO035","TELLER-PARK","NSSL CMS"
1697,"CP88TX036","WEPP SONORA","NSSL CMS"
1698,"RP88IL039","LIVINGSTON COUNTY","NSSL CMS"
1699,"CP88NM040","JICARILLA APACHE AREA NEW MEXICO","NSSL CMS"
1700,"RP88OR041","CURRY COUNTY","NSSL CMS"
1701,"CP88IN043","WEPP INDIANA","NSSL CMS"
1702,"RP88OR044","LAKE COUNTY","NSSL CMS"
1703,"RP88FN045","NETHERLANDS-BELGIUM","NSSL CMS"
1704,"RP88WY047","GOSHEN COUNTY","NSSL CMS"
1705,"CP88FN048","FRANCE","NSSL CMS"
1706,"CP88NC051","NC MOUNTAIN SATELLITE","NSSL CMS"
1707,"RP88WI054","FSA BURNETT","NSSL CMS"
1708,"RP88NE055","SHERIDAD COUNTY","NSSL CMS"
1709,"RP88WI056","JACKSON COUNTY","NSSL CMS"
1710,"RP88WI058","FSA RUSK COUNTY","NSSL CMS"
1711,"RP88SD059","FSA CLARK COUNTY","NSSL CMS"
1712,"CP88WI061","NICOLET NATIONAL FOREST","NSSL CMS"
1713,"RP88CW062","HENRY FORK WYOMING-UTAH","NSSL CMS"
1714,"RP88WI063","BARRON COUNTY","NSSL CMS"
1715,"CP88WI064","CHEQUAMEGON NATIONAL FOREST","NSSL CMS"
1716,"RP88WA065","FRANKLIN COUNTY","NSSL CMS"
1717,"CP88ID067","WEPP NATIONAL FOREST","NSSL CMS"
1718,"CP88CO068","LAS ANIMAS COUNTY","NSSL CMS"
1719,"CP88FN069","TAIWAN - 1988 FORUM","NSSL CMS"
1721,"RP88KS072","SALINE COUNTY","NSSL CMS"
1722,"RP88WV073","WETZEL COUNTY","NSSL CMS"
1723,"RP88WY075","FSA PLATTE COUNTY","NSSL CMS"
1724,"RP88OK076","SML FT WORTH","NSSL CMS"
1725,"CP88MS077","WEPP MISSISSIPPI","NSSL CMS"
1726,"CP88GA078","MURRAY - WHITFIELD COUNTIES","NSSL CMS"
1727,"CP88CA079","FRESNO COUNTY","NSSL CMS"
1728,"RP88ID082","NEZ PERCE - LEWIS","NSSL CMS"
1729,"RP88CA083","FRESNO COUNTY","NSSL CMS"
1730,"RP88WV084","POCAHONTAS COUNTY","NSSL CMS"
1731,"RP88MI086","SAGINAW COUNTY","NSSL CMS"
1732,"RP88ND087","FSA SIOUX COUNTY","NSSL CMS"
1733,"RP88AL088","PERRY COUNTY","NSSL CMS"
1734,"RP88NE092","FSA SIOUX COUNTY","NSSL CMS"
1735,"RP88WI095","BARRON COUNTY","NSSL CMS"
1736,"CP88SD096","DEUEL COUNTY","NSSL CMS"
1737,"RP88ID097","FSA CAMAS COUNTY","NSSL CMS"
1738,"CP88TN099","GRUNDY COUNTY","NSSL CMS"
1739,"RP88MT101","FSA GALLATIN COUNTY","NSSL CMS"
1740,"RP88MT103","LIBERTY COUNTY","NSSL CMS"
1741,"RP88MT104","TOOELE COUNTY","NSSL CMS"
1742,"RP88KS105","GEARY COUNTY","NSSL CMS"
1743,"CP88AL106","MARENGO COUNTY","NSSL CMS"
1744,"CP88IL107","MCLEAN COUNTY BULK DENSITY","NSSL CMS"
1745,"CP88FN108","NIGERIA ITTA","NSSL CMS"
1746,"CP88PR111","PUERTO RICO 1988","NSSL CMS"
1747,"RP88WI112","FSA BURNETT COUNTY","NSSL CMS"
1748,"RP88WI113","FOREST-LINCOLN COUNTIES","NSSL CMS"
1749,"RP88MD114","BALTIMORE","NSSL CMS"
1750,"CP88VI115","VIRGIN ISLANDS 1988","NSSL CMS"
1751,"RP88NC116","TRIMONT","NSSL CMS"
1752,"RP88WI117","ASHLAND COUNTY","NSSL CMS"
1753,"RP88NL118","INTERLAB EXCHANGE-SOUTH","NSSL CMS"
1754,"CP88FN119","SMSS UGANDA","NSSL CMS"
1755,"RP88IN121","JOHNSON COUNTY","NSSL CMS"
1756,"RP88WI122","FSA TAYLOR COUNTY","NSSL CMS"
1757,"CP88IL123","WHITE COUNTY BULK DENSITY","NSSL CMS"
1758,"RP88FN124","SMSS SOLOMON ISLANDS","NSSL CMS"
1759,"RP88IN125","SCOTT COUNTY","NSSL CMS"
1760,"RP88NM128","EDDY COUNTY","NSSL CMS"
1761,"RP88WA129","KITTITAS COUNTY","NSSL CMS"
1762,"CP88MT130","FSA LIBERTY COUNTY","NSSL CMS"
1763,"RP88MT131","FSA LIBERTY COUNTY","NSSL CMS"
1764,"RP88OK132","OKLAHOMA SALINE SEEP SOILS","NSSL CMS"
1765,"CP88NC133","NORTH CAROLINA A AND T","NSSL CMS"
1766,"CP88IL138","WAYNE COUNTY BULK DENSITY","NSSL CMS"
1767,"CP88MD139","WEPP MARYLAND","NSSL CMS"
1768,"CP88GA140","WEPP GEORGIA 1988","NSSL CMS"
1769,"CP88NC141","WEPP NORTH CAROLINA PIEDMONT","NSSL CMS"
1770,"RP88NC142","ROWAN COUNTY","NSSL CMS"
1771,"RP88CO143","FSA KIT CARSON","NSSL CMS"
1772,"RP88SD144","FSA DAY COUNTY","NSSL CMS"
1773,"RP88DE145","SUSSEX COUNTY","NSSL CMS"
1774,"RP88ND146","FSA BILLINGS COUNTY","NSSL CMS"
1775,"CP88WI147","LINC-FLORENCE-FOREST","NSSL CMS"
1776,"CP88FN148","CIAT COLUMBIA","NSSL CMS"
1777,"RP88NL149","WEM S PLAINS","NSSL CMS"
1778,"RP88IA150","EROSION 1","NSSL CMS"
1779,"RP88IA152","EROSION 2","NSSL CMS"
1780,"RP88IA153","EROSION 3","NSSL CMS"
1781,"RP88IA154","EROSION 4","NSSL CMS"
1782,"RP88IA155","EROSION 5","NSSL CMS"
1783,"RP88IA156","EROSION 6","NSSL CMS"
1784,"CP88MO157","WEPP MISSOURI","NSSL CMS"
1785,"RP88VA159","FSA CAROLINE COUNTY","NSSL CMS"
1786,"RP88WY160","FSA PLATTE COUNTY","NSSL CMS"
1787,"RP88OR161","HARNEY COUNTY","NSSL CMS"
1788,"CP88NC162","NORTH CAROLINA 1988 TRIASSIC SOILS","NSSL CMS"
1789,"RP88MT164","FSA CHOTEAU-CONRAD","NSSL CMS"
1790,"CP88KS168","GEOMORPHOLOGY 1","NSSL CMS"
1791,"CP88OH169","WEPP OHIO-MIAMIAN SOILS","NSSL CMS"
1792,"CP88NV170","NEVADA SOIL CLIMATE STUDY","NSSL CMS"
1793,"RP88FN171","SMSS PERU","NSSL CMS"
1794,"RP88MT176","FLATHEAD-LINCOLN COUNTIES","NSSL CMS"
1795,"RP88NJ177","MANASQUAN","NSSL CMS"
1796,"RP88OR181","HARNEY COUNTY","NSSL CMS"
1797,"CP88OK183","OKLAHOMA COUNTY","NSSL CMS"
1798,"RP88ID184","FSA SODA SPRINGS","NSSL CMS"
1799,"RP88MT185","FSA BROADWATER COUNTY","NSSL CMS"
1800,"CP88NY187","WEPP NEW YORK","NSSL CMS"
1801,"CP88ME188","WEPP MAINE","NSSL CMS"
1802,"RP88CS189","MINERALOGY S-207","NSSL CMS"
